3631.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | lemon | lycaenid, lycaenid butterfly | jackfruit, jak, jack | daisy | pot, flowerpot
6047.jpg: airliner | warplane, military plane | space shuttle | wing | missile | projectile, missile | airship, dirigible
6450.jpg: daisy | sulphur butterfly, sulfur butterfly | cabbage butterfly | ear, spike, capitulum | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | lycaenid, lycaenid butterfly | greenhouse, nursery, glasshouse
6000.jpg: airliner | warplane, military plane | space shuttle | wing | thresher, thrasher, threshing machine | planetarium | airship, dirigible
2610.jpg: thresher, thrasher, threshing machine | fireboat | plow, plough | tow truck, tow car, wrecker | harvester, reaper | go-kart | warplane, military plane
4661.jpg: leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | lion, king of beasts, Panthera leo | hyena, hyaena | snow leopard, ounce, Panthera uncia | gazelle
6409.jpg: Arctic fox, white fox, Alopex lagopus | marmot | white wolf, Arctic wolf, Canis lupus tundrarum | indri, indris, Indri indri, Indri brevicaudatus | giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca | earthstar | Norwegian elkhound, elkhound
5756.jpg: cheetah, chetah, Acinonyx jubatus | prairie chicken, prairie grouse, prairie fowl | leopard, Panthera pardus | mongoose | African crocodile, Nile crocodile, Crocodylus niloticus | banded gecko | sidewinder, horned rattlesnake, Crotalus cerastes
4631.jpg: pot, flowerpot | earthstar | rapeseed | sarong | tray | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | greenhouse, nursery, glasshouse
6847.jpg: warplane, military plane | airliner | projectile, missile | missile | airship, dirigible | space shuttle | wing
0049.jpg: sports car, sport car | traffic light, traffic signal, stoplight | street sign | mobile home, manufactured home | pickup, pickup truck | racer, race car, racing car | passenger car, coach, carriage
1797.jpg: monastery | palace | bell cote, bell cot | dome | altar | vault | church, church building
5117.jpg: monastery | church, church building | bell cote, bell cot | vault | palace | mosque | dome
3594.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | ear, spike, capitulum | sulphur butterfly, sulfur butterfly | daisy | ringlet, ringlet butterfly | lycaenid, lycaenid butterfly | pot, flowerpot
4397.jpg: rapeseed | daisy | earthstar | sulphur butterfly, sulfur butterfly | face powder | lycaenid, lycaenid butterfly | ringlet, ringlet butterfly
4234.jpg: earthstar | buckeye, horse chestnut, conker | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | sulphur butterfly, sulfur butterfly | daisy | gyromitra | coral fungus
5982.jpg: neck brace | suit, suit of clothes | bassoon | oboe, hautboy, hautbois | Windsor tie | military uniform | lab coat, laboratory coat
3496.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | snow leopard, ounce, Panthera uncia | cheetah, chetah, Acinonyx jubatus | lynx, catamount | tiger, Panthera tigris | Egyptian cat
2236.jpg: fire screen, fireguard | daisy | earthstar | pot, flowerpot | binder, ring-binder | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | greenhouse, nursery, glasshouse
3201.jpg: American lobster, Northern lobster, Maine lobster, Homarus americanus | goldfish, Carassius auratus | sea cucumber, holothurian | king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica | sea slug, nudibranch | common newt, Triturus vulgaris | African chameleon, Chamaeleo chamaeleon
1083.jpg: monastery | mosque | palace | prison, prison house | bell cote, bell cot | triumphal arch | castle
0107.jpg: mobile home, manufactured home | patio, terrace | lakeside, lakeshore | boathouse | flagpole, flagstaff | picket fence, paling | monastery
6314.jpg: daisy | earthstar | vase | sulphur butterfly, sulfur butterfly | bee | cabbage butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
3438.jpg: spaghetti squash | honeycomb | chocolate sauce, chocolate syrup | spatula | mashed potato | Petri dish | plate
5432.jpg: motor scooter, scooter | moped | crash helmet | sports car, sport car | neck brace | snowmobile | racer, race car, racing car
3328.jpg: moped | half track | disk brake, disc brake | chain | English setter | Eskimo dog, husky | malamute, malemute, Alaskan malamute
1370.jpg: sulphur butterfly, sulfur butterfly | greenhouse, nursery, glasshouse | hip, rose hip, rosehip | strawberry | pot, flowerpot | hamper | robin, American robin, Turdus migratorius
6001.jpg: monastery | patio, terrace | palace | prison, prison house | castle | mobile home, manufactured home | moving van
2508.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | sulphur butterfly, sulfur butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | ringlet, ringlet butterfly | lycaenid, lycaenid butterfly | bee | frilled lizard, Chlamydosaurus kingi
3066.jpg: leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | snow leopard, ounce, Panthera uncia | lynx, catamount | banded gecko | Egyptian cat
6618.jpg: golfcart, golf cart | tench, Tinca tinca | swing | mortarboard | park bench | academic gown, academic robe, judge's robe | caldron, cauldron
4075.jpg: daisy | cabbage butterfly | sulphur butterfly, sulfur butterfly | earthstar | bee | ringlet, ringlet butterfly | lycaenid, lycaenid butterfly
3144.jpg: warplane, military plane | speedboat | amphibian, amphibious vehicle | lifeboat | airship, dirigible | thresher, thrasher, threshing machine | projectile, missile
2183.jpg: moped | motor scooter, scooter | reel | sports car, sport car | plane, carpenter's plane, woodworking plane | convertible | neck brace
6303.jpg: jaguar, panther, Panthera onca, Felis onca | leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | lynx, catamount | wood rabbit, cottontail, cottontail rabbit | tiger, Panthera tigris | hare
0914.jpg: studio couch, day bed | soap dispenser | candle, taper, wax light | pedestal, plinth, footstall | space heater | home theater, home theatre | meat loaf, meatloaf
4629.jpg: binder, ring-binder | hair slide | book jacket, dust cover, dust jacket, dust wrapper | daisy | soap dispenser | lighter, light, igniter, ignitor | packet
5906.jpg: vase | broccoli | cauliflower | pot, flowerpot | daisy | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | bee
0921.jpg: plate | chocolate sauce, chocolate syrup | toilet seat | meat loaf, meatloaf | bakery, bakeshop, bakehouse | baseball | bib
6671.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | tiger, Panthera tigris | banded gecko | whiptail, whiptail lizard
3178.jpg: moped | tricycle, trike, velocipede | mountain bike, all-terrain bike, off-roader | milk can | bicycle-built-for-two, tandem bicycle, tandem | mortar | magnetic compass
1071.jpg: spaghetti squash | head cabbage | acorn squash | pot, flowerpot | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | cucumber, cuke | daisy
3241.jpg: mobile home, manufactured home | trolleybus, trolley coach, trackless trolley | pole | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | street sign | traffic light, traffic signal, stoplight | flagpole, flagstaff
1795.jpg: airship, dirigible | worm fence, snake fence, snake-rail fence, Virginia fence | airliner | book jacket, dust cover, dust jacket, dust wrapper | fire screen, fireguard | flagpole, flagstaff | projectile, missile
3751.jpg: plate | chocolate sauce, chocolate syrup | packet | candle, taper, wax light | hair slide | mousetrap | lipstick, lip rouge
6328.jpg: monastery | mobile home, manufactured home | prison, prison house | palace | flagpole, flagstaff | pole | recreational vehicle, RV, R.V.
4024.jpg: hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | pot, flowerpot | coil, spiral, volute, whorl, helix | earthstar | chime, bell, gong | hook, claw | meerkat, mierkat
6030.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | daisy | earthstar | pot, flowerpot | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | sulphur butterfly, sulfur butterfly | cardoon
6734.jpg: mobile home, manufactured home | monastery | lakeside, lakeshore | maze, labyrinth | planetarium | moving van | palace
0652.jpg: moped | motor scooter, scooter | sports car, sport car | milk can | Model T | tricycle, trike, velocipede | mobile home, manufactured home
5830.jpg: patio, terrace | planetarium | restaurant, eating house, eating place, eatery | library | thatch, thatched roof | monastery | mobile home, manufactured home
6557.jpg: daisy | bee | sulphur butterfly, sulfur butterfly | cabbage butterfly | earthstar | damselfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
4467.jpg: sulphur butterfly, sulfur butterfly | pot, flowerpot | bee | earthstar | cabbage butterfly | picket fence, paling | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus
2994.jpg: mobile home, manufactured home | thatch, thatched roof | patio, terrace | lakeside, lakeshore | maze, labyrinth | worm fence, snake fence, snake-rail fence, Virginia fence | alp
1764.jpg: plate | French loaf | consomme | meat loaf, meatloaf | chocolate sauce, chocolate syrup | mortar | toaster
4302.jpg: earthstar | daisy | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | coral fungus | gyromitra | sulphur butterfly, sulfur butterfly | buckeye, horse chestnut, conker
0813.jpg: leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | gazelle | lion, king of beasts, Panthera leo | zebra | black grouse
0695.jpg: thresher, thrasher, threshing machine | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | worm fence, snake fence, snake-rail fence, Virginia fence | lakeside, lakeshore | steel arch bridge | harvester, reaper | English setter
2780.jpg: airliner | seashore, coast, seacoast, sea-coast | dam, dike, dyke | pier | solar dish, solar collector, solar furnace | flagpole, flagstaff | aircraft carrier, carrier, flattop, attack aircraft carrier
1949.jpg: beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | mobile home, manufactured home | sports car, sport car | street sign | passenger car, coach, carriage | minivan | moving van
6740.jpg: monastery | mosque | palace | castle | church, church building | prison, prison house | bell cote, bell cot
4319.jpg: earthstar | stinkhorn, carrion fungus | wood rabbit, cottontail, cottontail rabbit | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | golf ball | ear, spike, capitulum | daisy
6452.jpg: pot, flowerpot | greenhouse, nursery, glasshouse | picket fence, paling | bee | vase | cabbage butterfly | sulphur butterfly, sulfur butterfly
4895.jpg: moped | tricycle, trike, velocipede | motor scooter, scooter | disk brake, disc brake | bicycle-built-for-two, tandem bicycle, tandem | magnetic compass | mountain bike, all-terrain bike, off-roader
4352.jpg: komondor | ram, tup | Old English sheepdog, bobtail | kuvasz | ox | llama | Arabian camel, dromedary, Camelus dromedarius
0134.jpg: mountain bike, all-terrain bike, off-roader | moped | chain | bicycle-built-for-two, tandem bicycle, tandem | barracouta, snoek | motor scooter, scooter | tricycle, trike, velocipede
3806.jpg: sports car, sport car | thresher, thrasher, threshing machine | tow truck, tow car, wrecker | racer, race car, racing car | convertible | car wheel | jinrikisha, ricksha, rickshaw
0954.jpg: chocolate sauce, chocolate syrup | meat loaf, meatloaf | French loaf | plate | chambered nautilus, pearly nautilus, nautilus | ice cream, icecream | rotisserie
5048.jpg: rapeseed | worm fence, snake fence, snake-rail fence, Virginia fence | vase | planetarium | earthstar | pot, flowerpot | plastic bag
4587.jpg: airliner | warplane, military plane | space shuttle | projectile, missile | wing | missile | trimaran
4349.jpg: mobile home, manufactured home | flagpole, flagstaff | lakeside, lakeshore | planetarium | patio, terrace | palace | maze, labyrinth
2286.jpg: bow tie, bow-tie, bowtie | Windsor tie | laptop, laptop computer | suit, suit of clothes | lab coat, laboratory coat | oboe, hautboy, hautbois | television, television system
5105.jpg: thatch, thatched roof | patio, terrace | monastery | mobile home, manufactured home | bell cote, bell cot | worm fence, snake fence, snake-rail fence, Virginia fence | solar dish, solar collector, solar furnace
0458.jpg: airliner | space shuttle | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | wing | airship, dirigible | moving van | screen, CRT screen
6126.jpg: sulphur butterfly, sulfur butterfly | pot, flowerpot | vase | zucchini, courgette | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | spaghetti squash | chainlink fence
2140.jpg: trimaran | warplane, military plane | speedboat | ski | sturgeon | missile | barracouta, snoek
2955.jpg: perfume, essence | earthstar | binder, ring-binder | lighter, light, igniter, ignitor | daisy | fire screen, fireguard | soap dispenser
3844.jpg: limousine, limo | mobile home, manufactured home | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | garbage truck, dustcart | tow truck, tow car, wrecker | sports car, sport car | minivan
6150.jpg: moped | motor scooter, scooter | tricycle, trike, velocipede | bicycle-built-for-two, tandem bicycle, tandem | mountain bike, all-terrain bike, off-roader | neck brace | disk brake, disc brake
2586.jpg: moped | space bar | sax, saxophone | Model T | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake | typewriter keyboard
0537.jpg: daisy | pot, flowerpot | bee | cabbage butterfly | sulphur butterfly, sulfur butterfly | vase | earthstar
